TIME PERIOD;MEDIA;SECTOR;CATEGORY;SUBCATEGORY;PARENT SITE;PROPERTY;SITE CATEGORY;MASTER BRAND;PRODUCT;AD TYPE;TRANSACTION TYPE;DIRECT/INDIRECT;R$;UNITS;IMPRESSIONS;SEC
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TODA MATERIA;TODA MATERIA MOBILE;EDUCACAO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;122;2;6.062;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TODATEEN;TODATEEN MOBILE;TEEN;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Direct;Direct;3;1;43;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TODATEEN;TODATEEN MOBILE;TEEN;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;3;1;40;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TRIBUNA DA BAHIA;TRIBUNA DA BAHIA MOBILE;ATUALIDADE;GALPAO 51;GALPAO 51 / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;1;1;66;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TRIBUNA DA BAHIA;TRIBUNA DA BAHIA MOBILE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;0;2;160;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TRIBUNA DA BAHIA;TRIBUNA DA BAHIA MOBILE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;2;2;155;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TUPI AM;TUPI AM MOBILE;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;3;2;674;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TUPI AM;TUPI AM MOBILE;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;14;2;635;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VEJA;VEJA MOBILE;ATUALIDADE;CIA MARITIMA;CIA MARITIMA / MODA PMODA PRAIA FEMININA;GIF/JPG;Direct;Direct;851;1;60.778;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VO NAOCA;VO NAOCA MOBILE;CULINARIO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1;2;78;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VOGUE;VOGUE MOBILE;FASHION;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic RTB;Indirect;12;1;230;0
mar/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VOGUE;VOGUE MOBILE;FASHION;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;8;1;147;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;4.477;0;190.522;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;29.337;0;1.202.407;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.522;0;23.450;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;57;0;2.250;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;499;0;31.251;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;123;0;4.886;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;85;0;6.774;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;2.182;0;59.703;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;GRISFIT;GRISFIT / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;474;0;12.826;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;3.146;0;149.642;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;279;0;7.731;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;VIA SOL BRAZIL;VIA SOL BRAZIL / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;232;0;9.381;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;5.986;0;214.183;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TIKTOK;TIKTOK;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;12.475;0;205.714;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TIKTOK;TIKTOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;427;0;4.124;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TIKTOK;TIKTOK;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;25.440;0;407.514;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TIKTOK;TIKTOK;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;2.113;0;25.301;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BIQUINI DE FITA;BIQUINI DE FITA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;2.361;0;92.093;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;8.895;0;166.073;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;CLARA E MORENA;CLARA E MORENA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;440;0;13.465;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;DKJ BEACHWEAR;DKJ BEACHWEAR / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;451;0;14.473;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;GUILFF;GUILFF / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;216;0;7.072;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LAKIN;LAKIN / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;1.036;0;36.020;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LUA MORENA;LUA MORENA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;731;0;27.672;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;SILVIA SCHAEFER;SILVIA SCHAEFER / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;1.234;0;53.305;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ADORO MAR;ADORO MAR / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;208;0;11.750;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ADORO MAR;ADORO MAR / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;173;0;3.245;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA E LUZ;AGUA E LUZ / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;161;0;8.366;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA E LUZ;AGUA E LUZ / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.188;0;35.645;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BASICKINI;BASICKINI / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;142;0;3.386;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BIQUINI DE FITA;BIQUINI DE FITA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;1.215;0;67.400;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BIQUINI DE FITA;BIQUINI DE FITA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;241;0;9.761;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;1.946;0;102.297;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;137;0;3.363;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;DKJ BEACHWEAR;DKJ BEACHWEAR / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;123;0;4.976;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;GAROTA DE LUXO BOUTIQUE;GAROTA DE LUXO BOUTIQUE / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;137;0;4.292;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;356;0;18.409;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.416;0;33.726;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;KALINI;KALINI / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;607;0;15.343;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;LUA MORENA;LUA MORENA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;167;0;8.711;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;MAR AZUL;MAR AZUL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;186;0;5.964;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;TROPICUS;TROPICUS / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;128;0;5.129;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;TROPICUS;TROPICUS / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;586;0;15.658;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;602;0;18.328;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;6.542;0;149.215;0
mar/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;37.858;0;456.145;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BAND;BAND ESPORTES;ESPORTE;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1;1;370;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BIBLIA ON;BIBLIA ON;RELIGIOSO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;52;1;3.853;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;O GLOBO;O GLOBO;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;44;3;15.600;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;O TEMPO;O TEMPO;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;32;2;11.360;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;O TEMPO;O TEMPO;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Direct;Direct;80;1;5.680;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SOFTONIC;SOFTONIC;TECNOLOGIA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;9;1;4.545;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;UOL;UOL NOTICIAS;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;32;3;11.379;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;UOL;UOL SPLASH;TV E CELEBRIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1;1;588;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;ALIADOS BRASIL NOTICIAS;ALIADOS BRASIL NOTICIAS;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;0;1;4;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BANDA B;BANDA B;ATUALIDADE;AGUA DOCE;AGUA DOCE / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;67;1;33.525;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BHAZ;BHAZ;ATUALIDADE;CIA MARITIMA;CIA MARITIMA / MODA PMODA PRAIA FEMININA;GIF/JPG;Direct;Direct;7;6;708;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BIBLIA ONLINE;BIBLIA ONLINE;RELIGIOSO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic RTB;Indirect;95;4;5.652;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BRASIL 247;BRASIL 247;ATUALIDADE;AGUA DOCE;AGUA DOCE / MODA PMODA PRAIA FEMININA;GIF/JPG;Ad Network;Indirect;10;4;5.184;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CARTA CAPITAL;CARTA CAPITAL;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;15;1;1.542;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CINEMA 10;CINEMA 10;FILME E SERIE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic RTB;Indirect;2;1;1.334;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CNN BRASIL;CNN BRASIL;ATUALIDADE;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;207;8;64.632;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CNN BRASIL;CNN BRASIL;ATUALIDADE;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;HTML5;Direct;Direct;388;3;24.237;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CORREIO BRAZILIENSE;CORREIO BRAZILIENSE;ATUALIDADE;AGUA DOCE;AGUA DOCE / MODA PMODA PRAIA FEMININA;GIF/JPG;Direct;Direct;160;6;11.400;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DIARIO DO LITORAL;DIARIO DO LITORAL;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;0;1;104;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIO;DICIO;EDUCACAO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;634;1;7.188;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIONARIO DE NOMES PROPRIOS;DICIONARIO DE NOMES PROPRIOS;OUTROS;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1;1;73;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIONARIO DE NOMES PROPRIOS;DICIONARIO DE NOMES PROPRIOS;OUTROS;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;11;2;186;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;EL PAIS;EL PAIS;ATUALIDADE;AGUA DOCE;AGUA DOCE / MODA PMODA PRAIA FEMININA;GIF/JPG;Ad Network;Indirect;12;3;6.213;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;ESTADO DE MINAS;ESTADO DE MINAS;ATUALIDADE;AGUA DOCE;AGUA DOCE / MODA PMODA PRAIA FEMININA;GIF/JPG;Ad Network;Indirect;51;1;18.360;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;ESTADO DE MINAS;ESTADO DE MINAS;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;642;2;45.834;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FILMOW;FILMOW;FILME E SERIE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;16;2;9.318;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GLOBO.COM;GLOBO COM G1;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;5.685;41;284.256;0
abr/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GLOBO.COM;GLOBO COM GE;ESPORTE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;650;3;32.499;0
